Price,Close,High,Low,Open,Volume,Price,Log_Ret,Volatility
Ticker,TSLA,TSLA,TSLA,TSLA,TSLA,,,
Date,,,,,,,,
2014-01-02,10.006667137145996,10.165332794189453,9.770000457763672,9.986666679382324,92826000,10.006667137145996,,
2014-01-03,9.970666885375977,10.145999908447266,9.90666675567627,10.0,70425000,9.970666885375977,-0.003604113611816534,
2014-01-06,9.800000190734863,10.026666641235352,9.682666778564453,10.0,80416500,9.800000190734863,-0.017265065802709954,
2014-01-07,9.957332611083984,10.026666641235352,9.683333396911621,9.841333389282227,75511500,9.957332611083984,0.015926820457572245,
2014-01-08,10.085332870483398,10.24666690826416,9.917332649230957,9.923333168029785,92448000,10.085332870483398,0.012772951757781427,
2014-01-09,9.835332870483398,10.228667259216309,9.789999961853027,10.166666984558105,80730000,9.835332870483398,-0.02510088058726987,
2014-01-10,9.714667320251465,9.926667213439941,9.483332633972168,9.897333145141602,111691500,9.714667320251465,-0.01234445845105059,
2014-01-13,9.28933334350586,9.800000190734863,9.187999725341797,9.718667030334473,94741500,9.28933334350586,-0.04477004872146161,
2014-01-14,10.751333236694336,10.800000190734863,9.111332893371582,9.366666793823242,414105000,10.751333236694336,0.1461629793068161,
2014-01-15,10.942000389099121,11.482000350952148,10.80666732788086,11.229999542236328,306984000,10.942000389099121,0.017578862300124946,
2014-01-16,11.39799976348877,11.513333320617676,10.826666831970215,10.833333015441895,179391000,11.39799976348877,0.04082924946078827,
2014-01-17,11.333999633789062,11.546667098999023,11.196666717529297,11.345999717712402,138093000,11.333999633789062,-0.0056308552259701624,
2014-01-21,11.778667449951172,11.81933307647705,11.387332916259766,11.416000366210938,146020500,11.778667449951172,0.03848302668978481,
2014-01-22,11.904000282287598,12.021332740783691,11.650667190551758,11.854000091552734,105339000,11.904000282287598,0.01058444967802887,
2014-01-23,12.100000381469727,12.158666610717773,11.561332702636719,11.815333366394043,118011000,12.100000381469727,0.01633098232470702,
2014-01-24,11.640000343322754,12.031999588012695,11.5686674118042,11.856666564941406,114964500,11.640000343322754,-0.03875801233074537,
2014-01-27,11.307999610900879,11.861332893371582,10.980667114257812,11.677332878112793,130746000,11.307999610900879,-0.028937066376220014,
2014-01-28,11.892000198364258,11.932000160217285,11.399999618530273,11.433333396911621,91401000,11.892000198364258,0.05035551639417693,
2014-01-29,11.682000160217285,11.939332962036133,11.541999816894531,11.686667442321777,89032500,11.682000160217285,-0.017816712483327782,
2014-01-30,12.189332962036133,12.3186674118042,11.800666809082031,11.866666793823242,128475000,12.189332962036133,0.04251201256750143,
2014-01-31,12.093999862670898,12.399999618530273,11.900667190551758,11.923333168029785,97632000,12.093999862670898,-0.007851771404626026,
2014-02-03,11.807332992553711,12.325332641601562,11.677332878112793,12.192667007446289,101473500,11.807332992553711,-0.02398867199123988,
2014-02-04,11.915332794189453,12.106666564941406,11.74666690826416,12.046667098999023,70294500,11.915332794189453,0.00910526234753232,
2014-02-05,11.628000259399414,12.03933334350586,11.290666580200195,11.886667251586914,109020000,11.628000259399414,-0.02441003584736986,
2014-02-06,11.892000198364258,12.007332801818848,11.733332633972168,11.75333309173584,87624000,11.892000198364258,0.022449916811529916,
2014-02-07,12.435333251953125,12.442000389099121,11.973333358764648,12.067333221435547,133927500,12.435333251953125,0.04467595459365861,
2014-02-10,13.104000091552734,13.286666870117188,12.621333122253418,12.62266731262207,194560500,13.104000091552734,0.05237565768734982,
2014-02-11,13.107999801635742,13.479999542236328,12.846667289733887,13.264666557312012,160648500,13.107999801635742,0.00030518160616122974,
2014-02-12,13.021332740783691,13.218000411987305,12.954667091369629,13.052000045776367,77605500,13.021332740783691,-0.006633723118316568,
2014-02-13,13.308667182922363,13.514666557312012,12.883333206176758,12.88933277130127,120439500,13.308667182922363,0.021826498288108655,
2014-02-14,13.215332984924316,13.458666801452637,13.133333206176758,13.206666946411133,92370000,13.215332984924316,-0.007037745637380403,
2014-02-18,13.579999923706055,13.733332633972168,13.423999786376953,13.682666778564453,139992000,13.579999923706055,0.02722037127652771,
2014-02-19,12.909333229064941,13.579999923706055,12.894000053405762,13.579999923706055,242535000,12.909333229064941,-0.05064756062013293,
2014-02-20,13.998000144958496,14.347332954406738,13.751333236694336,14.333999633789062,270034500,13.998000144958496,0.08096391673069925,
2014-02-21,13.973333358764648,14.26533317565918,13.946000099182129,14.109333038330078,117282000,13.973333358764648,-0.001763719458339394,
2014-02-24,14.510000228881836,14.557332992553711,13.887999534606934,13.917332649230957,124176000,14.510000228881836,0.037687329505505685,
2014-02-25,16.53333282470703,17.280000686645508,15.229999542236328,15.333333015441895,490225500,16.53333282470703,0.1305404316289121,
2014-02-26,16.866666793823242,17.666667938232422,16.5,17.238666534423828,369069000,16.866666793823242,0.019960780865153502,
2014-02-27,16.836000442504883,17.459999084472656,16.55533218383789,17.416667938232422,269187000,16.836000442504883,-0.0018198179726585445,
2014-02-28,16.320667266845703,16.845333099365234,16.170000076293945,16.643333435058594,218847000,16.320667266845703,-0.031087242042567197,
2014-03-03,16.70400047302246,16.77666664123535,15.666000366210938,15.817333221435547,196339500,16.70400047302246,0.023216004869131498,
2014-03-04,16.98933219909668,17.333332061767578,16.85533332824707,17.23200035095215,131184000,16.98933219909668,0.016937389366238998,
2014-03-05,16.8439998626709,17.132667541503906,16.786666870117188,17.114667892456055,89035500,16.8439998626709,-0.00859112723769916,
2014-03-06,16.862667083740234,17.166667938232422,16.6299991607666,16.94266700744629,110416500,16.862667083740234,0.0011076279364843988,
2014-03-07,16.413999557495117,16.989999771118164,16.29400062561035,16.862667083740234,117184500,16.413999557495117,-0.02696752783463923,
2014-03-10,15.922666549682617,16.200000762939453,15.737333297729492,16.18000030517578,115921500,15.922666549682617,-0.030390939018960398,
2014-03-11,15.62733268737793,16.30666732788086,15.495332717895508,15.766667366027832,132151500,15.62733268737793,-0.01872218675785571,
2014-03-12,16.099332809448242,16.5,15.407333374023438,15.433333396911621,146316000,16.099332809448242,0.0297563542530863,
2014-03-13,15.852666854858398,16.279333114624023,15.600000381469727,16.252666473388672,93544500,15.852666854858398,-0.015440088727904675,
2014-03-14,15.39799976348877,15.795999526977539,15.221332550048828,15.685999870300293,124345500,15.39799976348877,-0.02910012650090298,
2014-03-17,15.59866714477539,15.862000465393066,15.366666793823242,15.66333293914795,88689000,15.59866714477539,0.012947855671868931,
2014-03-18,16.002666473388672,16.100000381469727,15.668000221252441,15.796667098999023,93634500,16.002666473388672,0.02556989177338053,
2014-03-19,15.72266674041748,16.10333251953125,15.567333221435547,16.092666625976562,76069500,15.72266674041748,-0.01765195035174664,
2014-03-20,15.660667419433594,15.949999809265137,15.557332992553711,15.744000434875488,57268500,15.660667419433594,-0.0039511035586693435,
2014-03-21,15.259332656860352,15.74666690826416,15.166666984558105,15.73466682434082,123253500,15.259332656860352,-0.025961015660230256,
2014-03-24,14.678000450134277,15.326666831970215,14.017999649047852,15.316666603088379,169932000,14.678000450134277,-0.03884148858044731,
2014-03-25,14.696000099182129,15.136667251586914,14.526666641235352,14.942667007446289,117981000,14.696000099182129,0.0012255498715979462,
2014-03-26,14.197333335876465,14.84000015258789,14.09000015258789,14.796667098999023,103609500,14.197333335876465,-0.034521200938025694,
2014-03-27,13.821332931518555,14.239999771118164,13.533332824707031,14.157999992370605,142435500,13.821332931518555,-0.026840890576494185,
2014-03-28,14.157999992370605,14.447999954223633,14.017999649047852,14.186667442321777,145272000,14.157999992370605,0.024066571665897613,
2014-03-31,13.896666526794434,14.449999809265137,13.759332656860352,14.433333396911621,125700000,13.896666526794434,-0.018630841653690857,
2014-04-01,14.464667320251465,14.543999671936035,13.905332565307617,13.934666633605957,110571000,14.464667320251465,0.040059946058557325,
2014-04-02,15.352666854858398,15.392666816711426,14.536666870117188,14.666666984558105,161734500,15.352666854858398,0.05958025619764394,
2014-04-03,15.026666641235352,15.715332984924316,14.800000190734863,15.353333473205566,163855500,15.026666641235352,-0.021462796604579205,
2014-04-04,14.148667335510254,15.218000411987305,14.083333015441895,15.067333221435547,170184000,14.148667335510254,-0.060205960393162464,
2014-04-07,13.834667205810547,14.41333293914795,13.567333221435547,13.720666885375977,147832500,13.834667205810547,-0.022442879981467958,
2014-04-08,14.36400032043457,14.432666778564453,13.761333465576172,14.00333309173584,103339500,14.36400032043457,0.03754754023558408,
2014-04-09,14.461999893188477,14.563332557678223,14.059332847595215,14.450667381286621,77368500,14.461999893188477,0.006799413695085217,
2014-04-10,13.612667083740234,14.5,13.586000442504883,14.454667091369629,108172500,13.612667083740234,-0.06052374989572162,
2014-04-11,13.585332870483398,13.800000190734863,13.239999771118164,13.37399959564209,136008000,13.585332870483398,-0.002010017097267678,
2014-04-14,13.206000328063965,13.895999908447266,12.96066665649414,13.84000015258789,115545000,13.206000328063965,-0.02831944875968507,
2014-04-15,12.927332878112793,13.28600025177002,12.288000106811523,13.272666931152344,204889500,12.927332878112793,-0.021327399035902955,
2014-04-16,13.27400016784668,13.332667350769043,12.721332550048828,13.133333206176758,108033000,13.27400016784668,0.026463349789988082,
2014-04-17,13.208000183105469,13.486000061035156,12.938667297363281,13.307332992553711,88902000,13.208000183105469,-0.004984526887452057,
2014-04-21,13.625332832336426,13.74666690826416,12.933333396911621,13.138667106628418,78873000,13.625332832336426,0.03110804783128541,
2014-04-22,14.576000213623047,14.621999740600586,13.667332649230957,13.757332801818848,147070500,14.576000213623047,0.06744558686107316,
2014-04-23,13.866000175476074,14.449333190917969,13.800000190734863,14.42199993133545,109434000,13.866000175476074,-0.04993654199797804,
2014-04-24,13.857333183288574,14.186667442321777,13.546667098999023,14.053999900817871,82428000,13.857333183288574,-0.0006252489451896411,
2014-04-25,13.323332786560059,13.779999732971191,13.176667213439941,13.466667175292969,104950500,13.323332786560059,-0.0392977212138951,
2014-04-28,13.234000205993652,13.586000442504883,12.699999809265137,13.333333015441895,105630000,13.234000205993652,-0.006727551860992525,
2014-04-29,13.79466724395752,13.8100004196167,13.035332679748535,13.21399974822998,86686500,13.79466724395752,0.041492794726592966,
2014-04-30,13.859333038330078,13.87733268737793,13.41866683959961,13.573332786560059,66609000,13.859333038330078,0.004676785389335048,
2014-05-01,13.84866714477539,14.267999649047852,13.712667465209961,13.805333137512207,81598500,13.84866714477539,-0.0007698783030908332,
2014-05-02,14.060667037963867,14.090666770935059,13.767999649047852,13.90666675567627,61302000,14.060667037963867,0.015192334533920245,
2014-05-05,14.440667152404785,14.512666702270508,13.90133285522461,13.965332984924316,77205000,14.440667152404785,0.026667006585385133,
2014-05-06,13.8186674118042,14.577333450317383,13.789999961853027,14.4399995803833,84550500,13.8186674118042,-0.04402794501331932,
2014-05-07,13.423333168029785,14.013333320617676,13.149999618530273,13.97599983215332,152689500,13.423333168029785,-0.0290259151935669,
2014-05-08,11.906000137329102,12.960000038146973,11.866666793823242,12.133333206176758,300849000,11.906000137329102,-0.1199519876149675,
2014-05-09,12.150667190551758,12.226667404174805,11.814666748046875,11.990667343139648,127428000,12.150667190551758,0.020341594815875243,
2014-05-12,12.311332702636719,12.47933292388916,11.991999626159668,12.258000373840332,105034500,12.311332702636719,0.013136115045106643,
2014-05-13,12.677332878112793,12.755999565124512,12.199999809265137,12.250666618347168,106458000,12.677332878112793,0.02929538991487726,
2014-05-14,12.708000183105469,12.898667335510254,12.473333358764648,12.596667289733887,81100500,12.708000183105469,0.0024161447744441007,
2014-05-15,12.572667121887207,12.843999862670898,12.353333473205566,12.665332794189453,90606000,12.572667121887207,-0.01070654918672473,
2014-05-16,12.77066707611084,12.802666664123535,12.514666557312012,12.596667289733887,67315500,12.77066707611084,0.01562572480427589,
2014-05-19,13.072667121887207,13.12600040435791,12.666666984558105,12.714667320251465,68575500,13.072667121887207,0.02337266479803366,
2014-05-20,13.020000457763672,13.288666725158691,12.871333122253418,13.129332542419434,83191500,13.020000457763672,-0.004036899292608885,
2014-05-21,13.296667098999023,13.324666976928711,12.986000061035156,13.078666687011719,79281000,13.296667098999023,0.021026737824623498,
2014-05-22,13.658666610717773,13.791999816894531,13.303999900817871,13.356666564941406,93217500,13.658666610717773,0.02686082692929427,
2014-05-23,13.819999694824219,13.850666999816895,13.5,13.635333061218262,60102000,13.819999694824219,0.011742559564499284,
2014-05-27,14.104000091552734,14.258000373840332,13.846667289733887,13.90133285522461,80116500,14.104000091552734,0.020341655329489665,
2014-05-28,14.015999794006348,14.184666633605957,13.684000015258789,14.001333236694336,82426500,14.015999794006348,-0.006258932089829524,
2014-05-29,14.015999794006348,14.166000366210938,13.847999572753906,14.038000106811523,55387500,14.015999794006348,0.0,
2014-05-30,13.851332664489746,14.319999694824219,13.8013334274292,14.020000457763672,83716500,13.851332664489746,-0.011818070229823507,
2014-06-02,13.646666526794434,13.956666946411133,13.444666862487793,13.821999549865723,70021500,13.646666526794434,-0.014886167951695574,
2014-06-03,13.662667274475098,13.866666793823242,13.505999565124512,13.565999984741211,57912000,13.662667274475098,0.0011718154406881516,
2014-06-04,13.599332809448242,13.750666618347168,13.359999656677246,13.623332977294922,51411000,13.599332809448242,-0.004646363346357747,
2014-06-05,13.793333053588867,13.946666717529297,13.603333473205566,13.631333351135254,60819000,13.793333053588867,0.014164629958340053,
2014-06-06,13.878000259399414,14.053999900817871,13.812000274658203,13.983332633972168,46107000,13.878000259399414,0.006119507800617537,
2014-06-09,13.687333106994629,13.999333381652832,13.613332748413086,13.863332748413086,42085500,13.687333106994629,-0.013834056762668457,
2014-06-10,13.486666679382324,13.79800033569336,13.436667442321777,13.628666877746582,52720500,13.486666679382324,-0.014769270391778938,
2014-06-11,13.631333351135254,13.666666984558105,13.283332824707031,13.433333396911621,59662500,13.631333351135254,0.010669521644387373,
2014-06-12,13.567999839782715,13.991999626159668,13.513999938964844,13.673333168029785,89905500,13.567999839782715,-0.00465699841762891,
2014-06-13,13.761333465576172,13.78600025177002,13.438667297363281,13.652000427246094,53164500,13.761333465576172,0.014148669404237526,
2014-06-16,14.973999977111816,15.03266716003418,13.750666618347168,13.784000396728516,198696000,14.973999977111816,0.08445262563464767,
2014-06-17,15.444666862487793,15.702667236328125,14.856666564941406,14.940667152404785,199573500,15.444666862487793,0.030948394579085787,
2014-06-18,15.141332626342773,15.447333335876465,15.074666976928711,15.433333396911621,104103000,15.141332626342773,-0.01983549248930084,
2014-06-19,15.185999870300293,15.687333106994629,15.133333206176758,15.2586669921875,131896500,15.185999870300293,0.0029456778805498456,
